Tarih;Ay;Ana Depo;Depo;Kontak Tipi;GLN;Kontak Adı;Kontak Brick;Ürün;Kategori;Form;Satış Adet;Satış MF;Toplam Satış
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001510146;IHLAMUR ECZANESİ;BAYBURT;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001484904;İBNİ SİNA ECZANESİ;TRABZON MERKEZ -3;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001796397;İREM ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001651641;İRFANLI ECZANESİ;TRABZON DOGU ILCELER -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;10;3;13
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001651641;İRFANLI ECZANESİ;TRABZON DOGU ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001132058;KAÇKAR ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001132058;KAÇKAR ECZANESİ;RIZE DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001116676;KAMER ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001411641;KARADENİZ ECZANESİ;SINOP MERKEZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001172801;KARANFİL ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001272969;KAŞÜSTÜ ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001695133;KAYA ECZANESİ;AGRI MERKEZ;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001430291;KAYAKYOLU ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;12;4;16
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001468201;KENDİRLİ ECZANESİ;RIZE MERKEZ;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001468201;KENDİRLİ ECZANESİ;RIZE MERKEZ;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001139415;KETENCİ ECZANESİ;SAMSUN ILKADIM - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;3;0;3
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001272877;KONAK ECZANESİ;TRABZON MERKEZ -4;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001634354;KURT ECZANESİ;GIRESUN GUNEY ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001651429;KUZEY ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;1;0;1
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001657261;KÜLTÜR ECZANESİ;VAN MERKEZ -1;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001506095;LİMON ECZANESİ;VAN MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;1;0;1
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001653669;LOKMAN ECZANESİ;SIVAS GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001278268;LOKMAN ECZANESİ;ORDU FATSA;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001124640;MADEN ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001505159;MEDİPARK ECZANESİ;SAMSUN ATAKUM;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001596638;MEHMET ECZANESİ;CORUM KARGI+OSMANCIK;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001147724;MEMLEKET ECZANESİ;ORDU BATI ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001599837;MENGÜCELİ ECZANESİ;ERZINCAN MERKEZ;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001866106;MENTEŞOĞLU ECZANESI;SAMSUN DOGU ILCELER - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001183975;MERKEZ ECZANESİ;CORUM GUNEYBATI ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001664368;MERKEZ ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001679508;MERVE ECZANESİ;VAN MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001165971;MEYDAN ECZANESİ;GIRESUN MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001644940;MİLA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001727971;MUHAMMED ECZANESİ;VAN DOGU+GUNEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001728213;NADİROĞLU ECZANESİ;BINGOL ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001631971;NAR ECZANESİ;SAMSUN PAZAR;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001557295;NEFES ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001646210;NİHAL ECZANESİ;SINOP MERKEZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001647125;NİMET ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001640478;NİSAN ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001743056;NUR ECZANESİ;BITLIS KUZEYDOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001274260;NURAN ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001830473;OF ECZANESİ;TRABZON DOGU ILCELER -1;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001788767;ONAR ECZANESİ;SAMSUN ADALET;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001156221;OSMANCIK ECZANESİ;CORUM KARGI+OSMANCIK;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001150342;ÖMÜR ECZANESİ;ORDU MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001318896;ÖZ MALAZGİRT ECZANESİ;MUS ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001481286;ÖZIŞIK ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001129690;ÖZLEM ECZANESİ;AMASYA MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001121021;PARK ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001553556;PAZARYOLU ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001625963;PINAR ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001566273;SADIK ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001307692;SAFFET ECZANESİ;KARS ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001937745;SAĞLAM ECZANESİ;ORDU FATSA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001937745;SAĞLAM ECZANESİ;ORDU FATSA;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001658411;SAĞLIK ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001114573;SAĞLIK ECZANESİ;ERZURUM MERKEZ -3;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001451104;SANDIKÇI ECZANESİ;SAMSUN BAFRA;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001183937;SARAY ECZANESİ;TOKAT BATI ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001598922;SEDA ECZANESİ;SAMSUN DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001460205;SELÇUK ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001710331;SENA ECZANESİ;GUMUSHANE;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001688609;SERHAT ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001688609;SERHAT ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001111268;SEVGİ ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001113224;SEVİM ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001174218;SÖNMEZ ECZANESİ;TOKAT MERKEZ -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001486359;SU ECZANESİ;ORDU GUNEY ILCELER -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001671588;SÜRENSOY ECZANESİ;GIRESUN MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;12;4;16
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001671588;SÜRENSOY ECZANESİ;GIRESUN MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;12;4;16
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001714575;ŞAHİN ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001147779;ŞAHİN ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001202294;ŞAHİN ECZANESİ;ORDU DOGU ILCELER;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;2;0;2
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001540983;ŞEHİR ECZANESİ;SAMSUN ATAKUM;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;5;0;5
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001690855;ŞEHR-İ ŞİFA ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001751310;ŞEKER ECZANESİ;GUMUSHANE;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;60;40;100
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001751310;ŞEKER ECZANESİ;GUMUSHANE;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001899418;ŞEYHOĞLU ECZANESİ;ORDU MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001170456;ŞİFA ECZANESİ;GIRESUN DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001252572;ŞİFA ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001861699;ŞİFA ECZANESİ;AGRI ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001154456;ŞİFA ECZANESİ;SIVAS GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3;0;3
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001862597;ŞİFA ECZANESİ;MUS ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001145690;ŞİFA ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;20;6;26
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001110193;TAFLAN ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001724086;TALU ECZANESİ;TOKAT MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;100;60;160
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001718238;TEBESSÜM ECZANESİ;ERZURUM MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001599844;TEKKEKÖY ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001171934;TEKNECİ ECZANESİ;AMASYA MERZIFON;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001171934;TEKNECİ ECZANESİ;AMASYA MERZIFON;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
1.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001463848;TILSIM ECZANESİ;TRABZON AKCAABAT;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001702633;TONKUŞ ECZANESİ;AMASYA ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001277759;TOPALOĞLU ECZANESİ;ORDU FATSA;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001167968;TOPÇAM ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001499892;TUĞÇE ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001121595;TUNA ECZANESİ;SAMSUN BAFRA;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001833795;TURAN ECZANESİ;IGDIR;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001155897;TÜRKER ECZANESİ;CORUM MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001482689;ULUS ECZANESİ;ORDU MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001163250;VERESELİ HAYAT ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001444090;VİTAMİN ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
1.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001444090;VİTAMİN ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001897315;YAKACIK ECZANESI;ORDU GUNEY ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001722259;YAMAN ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001710324;YAREN ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001505517;YAŞARDOĞU ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001251070;YAVUZ ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;12;4;16
1.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001187928;YENİ ÇAMOLUK ECZANESİ;GIRESUN GUNEY ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;40;20;60
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001521111;YENİ ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001302963;YENİ ECZANESİ;ORDU MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
1.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001302963;YENİ ECZANESİ;ORDU MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
