BÖLGE;TTT;BRİCK;İLAÇ GRUBU;İLAÇ; TOPLAM ;TOPLAM PPI %; 1.HAFTA ;1.H PPI %; 2.HAFTA ;2.H PPI %; 3.HAFTA ;3.H PPI %; 4.HAFTA ;4.H PPI %; 5.HAFTA ;5.H PPI %; 6.HAFTA ;6.H PPI %; 7.HAFTA ;7.H PPI %; 8.HAFTA ;8.H PPI %; 9.HAFTA ;9.H PPI %
SAMSUN;KURSAD KARADAG;AGRI MERKEZ;FAMTREC PAZARI;DİĞER FAMOTİDİN; 16 ;14,68%; 1 ;3,57%; 1 ;10,00%; 12 ;44,44%; -   ;0,00%; -   ;0,00%; 2 ;22,22%; -   ;0,00%; -   ;0,00%;;
SAMSUN;KURSAD KARADAG;AGRI MERKEZ;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 109 ;100,00%; 28 ;100,00%; 10 ;100,00%; 27 ;100,00%; 4 ;100,00%; 7 ;100,00%; 9 ;100,00%; 8 ;100,00%; 16 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;PANTAPROZOL PAZARI;PANOCER TOPLAM; 627 ;22,50%; -   ;0,00%; 26 ;9,77%; 55 ;22,18%; 68 ;24,03%; 84 ;11,43%; 26 ;10,28%; 368 ;64,90%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;PANTAPROZOL PAZARI;PANTO; 857 ;30,75%; 80 ;32,52%; 89 ;33,46%; 123 ;49,60%; 78 ;27,56%; 140 ;19,05%; 117 ;46,25%; 98 ;17,28%; 132 ;69,84%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;PANTAPROZOL PAZARI;PANTACTIVE; 340 ;12,20%; -   ;0,00%; 30 ;11,28%; 6 ;2,42%; 80 ;28,27%; 200 ;27,21%; -   ;0,00%; -   ;0,00%; 24 ;12,70%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 603 ;21,64%; 148 ;60,16%; 87 ;32,71%; 30 ;12,10%; 46 ;16,25%; 205 ;27,89%; 43 ;17,00%; 22 ;3,88%; 22 ;11,64%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;PANTAPROZOL PAZARI;PULCET; 360 ;12,92%; 18 ;7,32%; 34 ;12,78%; 34 ;13,71%; 11 ;3,89%; 106 ;14,42%; 67 ;26,48%; 79 ;13,93%; 11 ;5,82%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 2.787 ;100,00%; 246 ;100,00%; 266 ;100,00%; 248 ;100,00%; 283 ;100,00%; 735 ;100,00%; 253 ;100,00%; 567 ;100,00%; 189 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI;ACIDPASS TOPLAM; 235 ;20,98%; 11 ;22,45%; 68 ;58,12%; 23 ;17,42%; 29 ;31,87%; -   ;0,00%; 23 ;24,47%; 16 ;12,12%; 65 ;23,47%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI;TRIGAST; 273 ;24,38%; -   ;0,00%; 23 ;19,66%; 25 ;18,94%; 10 ;10,99%; 159 ;69,74%; 11 ;11,70%; 45 ;34,09%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI;TALCID; 366 ;32,68%; 6 ;12,24%; 7 ;5,98%; 36 ;27,27%; 21 ;23,08%; 56 ;24,56%; 23 ;24,47%; 5 ;3,79%; 212 ;76,53%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI;RENNIE; 125 ;11,16%; 2 ;4,08%; 3 ;2,56%; 21 ;15,91%; 14 ;15,38%; 6 ;2,63%; 26 ;27,66%; 53 ;40,15%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI;DIGER ACIDPASS; 11 ;0,98%; -   ;0,00%; 11 ;9,40%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI;FAMODİN PLUS; 110 ;9,82%; 30 ;61,22%; 5 ;4,27%; 27 ;20,45%; 17 ;18,68%; 7 ;3,07%; 11 ;11,70%; 13 ;9,85%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 1.120 ;100,00%; 49 ;100,00%; 117 ;100,00%; 132 ;100,00%; 91 ;100,00%; 228 ;100,00%; 94 ;100,00%; 132 ;100,00%; 277 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 90 ;42,25%; -   ;0,00%; 6 ;46,15%; 19 ;39,58%; 13 ;100,00%; 6 ;21,43%; -   ;0,00%; 6 ;23,08%; 40 ;86,96%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;MOKSİFLOKSASİN PAZARI;AVELOX; 107 ;50,23%; 23 ;100,00%; 7 ;53,85%; 14 ;29,17%; -   ;0,00%; 21 ;75,00%; 16 ;100,00%; 20 ;76,92%; 6 ;13,04%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;MOKSİFLOKSASİN PAZARI;MOXAI; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 1 ;0,47%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 1 ;3,57%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; 15 ;7,04%; -   ;0,00%; -   ;0,00%; 15 ;31,25%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 213 ;100,00%; 23 ;100,00%; 13 ;100,00%; 48 ;100,00%; 13 ;100,00%; 28 ;100,00%; 16 ;100,00%; 26 ;100,00%; 46 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;A FERİN; 328 ;18,76%; 37 ;20,00%; 43 ;30,71%; 46 ;23,35%; 40 ;35,09%; 61 ;20,00%; 55 ;28,65%; 14 ;4,59%; 32 ;10,32%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;GRİPORT COLD; 78 ;52,70%; 45 ;24,32%; 7 ;5,00%; -   ;0,00%; -   ;0,00%; 13 ;4,26%; -   ;0,00%; -   ;0,00%; 13 ;4,19%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;KATARIN; 235 ;13,44%; 10 ;5,41%; 25 ;17,86%; 20 ;10,15%; 2 ;1,75%; -   ;0,00%; 8 ;4,17%; 150 ;49,18%; 20 ;6,45%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 148 ;8,47%; 4 ;2,16%; 15 ;10,71%; 13 ;6,60%; 10 ;8,77%; 7 ;2,30%; 55 ;28,65%; 20 ;6,56%; 24 ;7,74%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;OTHER COLD PREP; 388 ;22,20%; 24 ;12,97%; 15 ;10,71%; 84 ;42,64%; 30 ;26,32%; 165 ;54,10%; 10 ;5,21%; 31 ;10,16%; 29 ;9,35%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 563 ;32,21%; 65 ;35,14%; 35 ;25,00%; 33 ;16,75%; 30 ;26,32%; 57 ;18,69%; 63 ;32,81%; 90 ;29,51%; 190 ;61,29%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 8 ;0,46%; -   ;0,00%; -   ;0,00%; 1 ;0,51%; 2 ;1,75%; 2 ;0,66%; 1 ;0,52%; -   ;0,00%; 2 ;0,65%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 1.748 ;100,00%; 185 ;100,00%; 140 ;100,00%; 197 ;100,00%; 114 ;100,00%; 305 ;100,00%; 192 ;100,00%; 305 ;100,00%; 310 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;FAMTREC PAZARI;FAMTREC; 58 ;35,15%; 20 ;76,92%; -   ;0,00%; -   ;0,00%; 15 ;78,95%; 2 ;6,90%; 6 ;37,50%; 2 ;12,50%; 13 ;43,33%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;FAMTREC PAZARI;BRUFEN; 101 ;61,21%; -   ;0,00%; 3 ;100,00%; 26 ;100,00%; 4 ;21,05%; 27 ;93,10%; 10 ;62,50%; 14 ;87,50%; 17 ;56,67%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;FAMTREC PAZARI;DİĞER FAMOTİDİN; 6 ;3,64%; 6 ;23,08%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA GOYNUCEK+TASOVA;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 165 ;100,00%; 26 ;100,00%; 3 ;100,00%; 26 ;100,00%; 19 ;100,00%; 29 ;100,00%; 16 ;100,00%; 16 ;100,00%; 30 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;PANTAPROZOL PAZARI;PANOCER TOPLAM; 723 ;19,38%; 84 ;22,52%; 13 ;7,30%; 39 ;7,99%; -   ;0,00%; 161 ;24,88%; 84 ;25,61%; 300 ;40,49%; 42 ;7,75%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;PANTAPROZOL PAZARI;PANTO; 1.035 ;27,74%; 49 ;13,14%; 69 ;38,76%; 161 ;32,99%; 221 ;50,92%; 146 ;22,57%; 78 ;23,78%; 206 ;27,80%; 105 ;19,37%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;PANTAPROZOL PAZARI;PANTACTIVE; 477 ;12,78%; 58 ;15,55%; 18 ;10,11%; 46 ;9,43%; 48 ;11,06%; 80 ;12,36%; 2 ;0,61%; 13 ;1,75%; 212 ;39,11%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 703 ;18,84%; 115 ;30,83%; 55 ;30,90%; 67 ;13,73%; 97 ;22,35%; 78 ;12,06%; 85 ;25,91%; 130 ;17,54%; 76 ;14,02%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;PANTAPROZOL PAZARI;PULCET; 793 ;21,25%; 67 ;17,96%; 23 ;12,92%; 175 ;35,86%; 68 ;15,67%; 182 ;28,13%; 79 ;24,09%; 92 ;12,42%; 107 ;19,74%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 3.731 ;100,00%; 373 ;100,00%; 178 ;100,00%; 488 ;100,00%; 434 ;100,00%; 647 ;100,00%; 328 ;100,00%; 741 ;100,00%; 542 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI;ACIDPASS TOPLAM; 579 ;24,82%; 321 ;68,88%; 4 ;2,88%; 18 ;19,15%; 23 ;11,56%; 56 ;6,59%; 45 ;29,03%; 57 ;22,44%; 55 ;31,25%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI;TRIGAST; 943 ;40,42%; 71 ;15,24%; 23 ;16,55%; 46 ;48,94%; 46 ;23,12%; 673 ;79,18%; 4 ;2,58%; 46 ;18,11%; 34 ;19,32%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI;TALCID; 294 ;12,60%; 5 ;1,07%; 47 ;33,81%; 2 ;2,13%; 27 ;13,57%; 86 ;10,12%; 25 ;16,13%; 54 ;21,26%; 48 ;27,27%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI;RENNIE; 450 ;19,29%; 67 ;14,38%; 64 ;46,04%; 26 ;27,66%; 91 ;45,73%; 23 ;2,71%; 65 ;41,94%; 86 ;33,86%; 28 ;15,91%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI;DIGER ACIDPASS; 16 ;0,69%; -   ;0,00%; 1 ;0,72%; 2 ;2,13%; 12 ;6,03%; 1 ;0,12%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI;FAMODİN PLUS; 51 ;2,19%; 2 ;0,43%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 11 ;1,29%; 16 ;10,32%; 11 ;4,33%; 11 ;6,25%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 2.333 ;100,00%; 466 ;100,00%; 139 ;100,00%; 94 ;100,00%; 199 ;100,00%; 850 ;100,00%; 155 ;100,00%; 254 ;100,00%; 176 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 174 ;55,41%; 12 ;18,75%; -   ;0,00%; 13 ;54,17%; -   ;0,00%; 63 ;64,95%; 46 ;88,46%; 27 ;77,14%; 13 ;52,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;MOKSİFLOKSASİN PAZARI;AVELOX; 58 ;18,47%; 2 ;3,13%; 1 ;7,14%; 11 ;45,83%; 3 ;100,00%; 21 ;21,65%; 6 ;11,54%; 2 ;5,71%; 12 ;48,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;MOKSİFLOKSASİN PAZARI;MOXAI; 10 ;3,18%; 10 ;15,63%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 72 ;22,93%; 40 ;62,50%; 13 ;92,86%; -   ;0,00%; -   ;0,00%; 13 ;13,40%; -   ;0,00%; 6 ;17,14%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 314 ;100,00%; 64 ;100,00%; 14 ;100,00%; 24 ;100,00%; 3 ;100,00%; 97 ;100,00%; 52 ;100,00%; 35 ;100,00%; 25 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;A FERİN; 470 ;15,08%; 77 ;24,37%; 22 ;7,89%; 27 ;15,70%; 33 ;8,29%; 101 ;21,49%; 93 ;28,97%; 60 ;10,54%; 57 ;9,63%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;GRİPORT COLD; 206 ;248,19%; 16 ;5,06%; -   ;0,00%; 7 ;4,07%; 33 ;8,29%; 19 ;4,04%; -   ;0,00%; 99 ;17,40%; 32 ;5,41%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;KATARIN; 179 ;5,74%; 10 ;3,16%; 45 ;16,13%; 12 ;6,98%; -   ;0,00%; 25 ;5,32%; 24 ;7,48%; 43 ;7,56%; 20 ;3,38%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 83 ;2,66%; 10 ;3,16%; 8 ;2,87%; 20 ;11,63%; 7 ;1,76%; 22 ;4,68%; 11 ;3,43%; 2 ;0,35%; 3 ;0,51%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP; 607 ;19,47%; 91 ;28,80%; 74 ;26,52%; 19 ;11,05%; 59 ;14,82%; 119 ;25,32%; 97 ;30,22%; 38 ;6,68%; 110 ;18,58%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 1.488 ;47,74%; 110 ;34,81%; 130 ;46,59%; 87 ;50,58%; 260 ;65,33%; 169 ;35,96%; 92 ;28,66%; 295 ;51,85%; 345 ;58,28%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 84 ;2,69%; 2 ;0,63%; -   ;0,00%; -   ;0,00%; 6 ;1,51%; 15 ;3,19%; 4 ;1,25%; 32 ;5,62%; 25 ;4,22%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 3.117 ;100,00%; 316 ;100,00%; 279 ;100,00%; 172 ;100,00%; 398 ;100,00%; 470 ;100,00%; 321 ;100,00%; 569 ;100,00%; 592 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;FAMTREC PAZARI;FAMTREC; 30 ;7,71%; 15 ;28,30%; -   ;0,00%; -   ;0,00%; 10 ;33,33%; -   ;0,00%; 2 ;3,70%; 1 ;20,00%; 2 ;3,08%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;FAMTREC PAZARI;BRUFEN; 347 ;89,20%; 38 ;71,70%; 64 ;91,43%; 37 ;100,00%; 20 ;66,67%; 69 ;92,00%; 52 ;96,30%; 4 ;80,00%; 63 ;96,92%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;FAMTREC PAZARI;DİĞER FAMOTİDİN; 12 ;3,08%; -   ;0,00%; 6 ;8,57%; -   ;0,00%; -   ;0,00%; 6 ;8,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA ILCELER;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 389 ;100,00%; 53 ;100,00%; 70 ;100,00%; 37 ;100,00%; 30 ;100,00%; 75 ;100,00%; 54 ;100,00%; 5 ;100,00%; 65 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;PANTAPROZOL PAZARI;PANOCER TOPLAM; 516 ;27,74%; 88 ;46,32%; -   ;0,00%; 55 ;20,07%; 16 ;8,47%; 31 ;14,83%; 13 ;11,93%; 13 ;7,26%; 300 ;56,07%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;PANTAPROZOL PAZARI;PANTO; 541 ;29,09%; 56 ;29,47%; 74 ;42,29%; 56 ;20,44%; 127 ;67,20%; 50 ;23,92%; 60 ;55,05%; 70 ;39,11%; 48 ;8,97%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;PANTAPROZOL PAZARI;PANTACTIVE; 42 ;2,26%; 12 ;6,32%; 1 ;0,57%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 6 ;5,50%; 6 ;3,35%; 17 ;3,18%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 205 ;11,02%; 18 ;9,47%; 30 ;17,14%; 38 ;13,87%; 21 ;11,11%; 29 ;13,88%; 16 ;14,68%; 34 ;18,99%; 19 ;3,55%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;PANTAPROZOL PAZARI;PULCET; 556 ;29,89%; 16 ;8,42%; 70 ;40,00%; 125 ;45,62%; 25 ;13,23%; 99 ;47,37%; 14 ;12,84%; 56 ;31,28%; 151 ;28,22%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 1.860 ;100,00%; 190 ;100,00%; 175 ;100,00%; 274 ;100,00%; 189 ;100,00%; 209 ;100,00%; 109 ;100,00%; 179 ;100,00%; 535 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI;ACIDPASS TOPLAM; 133 ;13,52%; 22 ;33,85%; -   ;0,00%; 5 ;7,58%; -   ;0,00%; 45 ;24,46%; 27 ;15,52%; 34 ;36,96%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI;TRIGAST; 114 ;11,59%; 3 ;4,62%; -   ;0,00%; 10 ;15,15%; 28 ;23,53%; 35 ;19,02%; 14 ;8,05%; 13 ;14,13%; 11 ;4,55%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI;TALCID; 464 ;47,15%; 32 ;49,23%; 5 ;11,90%; 38 ;57,58%; 31 ;26,05%; 52 ;28,26%; 71 ;40,80%; 23 ;25,00%; 212 ;87,60%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI;RENNIE; 232 ;23,58%; 5 ;7,69%; 21 ;50,00%; 13 ;19,70%; 58 ;48,74%; 50 ;27,17%; 61 ;35,06%; 17 ;18,48%; 7 ;2,89%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI;DIGER ACIDPASS; 2 ;0,20%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 1 ;0,57%; -   ;0,00%; 1 ;0,41%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI;FAMODİN PLUS; 39 ;3,96%; 3 ;4,62%; 16 ;38,10%; -   ;0,00%; 2 ;1,68%; 2 ;1,09%; -   ;0,00%; 5 ;5,43%; 11 ;4,55%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 984 ;100,00%; 65 ;100,00%; 42 ;100,00%; 66 ;100,00%; 119 ;100,00%; 184 ;100,00%; 174 ;100,00%; 92 ;100,00%; 242 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 51 ;40,48%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 51 ;80,95%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;MOKSİFLOKSASİN PAZARI;AVELOX; 69 ;54,76%; 11 ;100,00%; 10 ;100,00%; 13 ;100,00%; 7 ;53,85%; 7 ;100,00%; 12 ;19,05%; 6 ;100,00%; 3 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;MOKSİFLOKSASİN PAZARI;MOXAI; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 6 ;4,76%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 6 ;46,15%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 126 ;100,00%; 11 ;100,00%; 10 ;100,00%; 13 ;100,00%; 13 ;100,00%; 7 ;100,00%; 63 ;100,00%; 6 ;100,00%; 3 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;A FERİN; 177 ;8,07%; 11 ;8,66%; 32 ;29,91%; -   ;0,00%; 27 ;18,00%; -   ;0,00%; 19 ;18,10%; 33 ;8,48%; 55 ;8,61%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;GRİPORT COLD; 45 ;14,71%; 9 ;7,09%; -   ;0,00%; -   ;0,00%; 6 ;4,00%; 8 ;1,84%; 9 ;8,57%; -   ;0,00%; 13 ;2,03%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;KATARIN; 144 ;6,56%; 25 ;19,69%; -   ;0,00%; 10 ;4,13%; 2 ;1,33%; 15 ;3,45%; 3 ;2,86%; 84 ;21,59%; 5 ;0,78%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 306 ;13,95%; -   ;0,00%; -   ;0,00%; 2 ;0,83%; -   ;0,00%; 184 ;42,30%; -   ;0,00%; 120 ;30,85%; -   ;0,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;OTHER COLD PREP; 422 ;19,23%; 28 ;22,05%; 25 ;23,36%; 169 ;69,83%; 48 ;32,00%; 63 ;14,48%; 2 ;1,90%; 27 ;6,94%; 60 ;9,39%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 1.000 ;45,58%; 44 ;34,65%; 25 ;23,36%; 61 ;25,21%; 42 ;28,00%; 145 ;33,33%; 67 ;63,81%; 120 ;30,85%; 496 ;77,62%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 100 ;4,56%; 10 ;7,87%; 25 ;23,36%; -   ;0,00%; 25 ;16,67%; 20 ;4,60%; 5 ;4,76%; 5 ;1,29%; 10 ;1,56%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 2.194 ;100,00%; 127 ;100,00%; 107 ;100,00%; 242 ;100,00%; 150 ;100,00%; 435 ;100,00%; 105 ;100,00%; 389 ;100,00%; 639 ;100,00%;;
SAMSUN;AYKUT DINLER;AMASYA MERKEZ -1;FAMTREC PAZARI;FAMTREC; 60 ;23,90%; 1 ;10,00%; -   ;0,00%; 10 ;25,64%; 19 ;29,23%; 9 ;27,27%; 14 ;31,11%; 6 ;14,29%; 1 ;16,67%;;
